Global Rank,Institution,Country,Sector,Best Country Quartile
578,Iowa State University,USA,Universities,1
579,"Changchun Institute of Applied Chemistry, Chinese Academy of Sciences",CHN,Government,1
580,Royal Institute of Technology,SWE,Universities,1
581,Paul Ehrlich Institut,DEU,Government,1
582,Qatar Computing Research Institute,QAT,Government,1
583,Helmholtz Zentrum Munchen Forschungszentrum fur Umwelt und Gesundheit,DEU,Government,1
584,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences",CHN,Government,1
585,Leibniz Institut fur Molekulare Pharmakologie,DEU,Government,1
586,Minatec Campus d'Innovation en Micro et Nanotechnologies,FRA,Non-Profit,1
587,Universite de Montreal,CAN,Universities,1
588,Temple University,USA,Universities,1
588,UC Davis Health System,USA,Health,1
590,National Renewable Energy Laboratory,USA,Government,1
591,European Commission,MUL,Government,1
592,H. Lee Moffitt Cancer Center and Research Institute,USA,Health,1
593,US Food and Drug Administration,USA,Government,1
594,Huazhong Agricultural University,CHN,Universities,1
595,Hokkaido University,JPN,Universities,1
596,CGIAR Consortium of International Agricultural Research,MUL,Non-Profit,1
596,Southwest Jiaotong University,CHN,Universities,1
598,Fraunhofer Institut fur Molekularbiologie und Angewandte Oekologie,DEU,Government,1
599,"University of Connecticut, Storrs",USA,Universities,1
600,Eberhard-Karls-Universitat Tubingen,DEU,Universities,1
601,Sony Japan,JPN,Companies,1
602,Indiana University-Purdue University Indianapolis,USA,Universities,1
603,China Pharmaceutical University,CHN,Universities,1
603,"University of Massachusetts, Amherst",USA,Universities,1
603,National Institute on Drug Abuse,USA,Health,1
606,Centro Nacional de Biotecnologia,ESP,Government,1
606,"Janssen Research & Development, LLC",BEL,Companies,1
608,University College Dublin,IRL,Universities,1
608,Research Center for Information Technology Innovation Academia Sinica,TWN,Government,1
610,Universitatsklinikum Heidelberg,DEU,Health,1
611,Nanjing Medical University,CHN,Universities,1
612,IMEC International,BEL,Companies,1
613,Center for Excellence in Brain Science and Intelligence Technology,CHN,Government,1
614,Children's Hospital of Philadelphia,USA,Health,1
615,Kyushu University,JPN,Universities,1
616,Royal Netherlands Academy of Arts and Sciences,NLD,Government,1
617,"Merck & Co Inc, United States",USA,Companies,1
618,"University of Tennessee, Knoxville",USA,Universities,1
618,Queensland University of Technology,AUS,Universities,1
620,Oxford University Hospitals NHS Trust,GBR,Health,1
621,"Colorado State University, Fort Collins",USA,Universities,1
622,Danone,MUL,Companies,1
623,"Genomics Research Center, Academia Sinica",TWN,Government,1
624,Max Planck Institut fur Pflanzenzuchtungsforschung,DEU,Government,1
625,National Institute of Child Health and Human Development,USA,Health,1
626,University of South Florida,USA,Universities,1
627,Universidade Federal de Minas Gerais,BRA,Universities,1
628,"Sanofi, France",FRA,Companies,1
628,Pasteur Network,MUL,Health,1
630,Centre de Recherche des Cordeliers,FRA,Government,1
631,Universidad del Pais Vasco,ESP,Universities,1
632,Politecnico di Milano,ITA,Universities,1
633,"Institute of Biomedical Science, Academia Sinica",TWN,Government,1
633,"State University of New York, Buffalo",USA,Universities,1
635,"Fujitsu, Japan",JPN,Companies,1
636,Queen's University Belfast,GBR,Universities,1
637,Guangdong University of Technology,CHN,Universities,1
638,Institut de Recerca Biomedica Barcelona,ESP,Health,1
639,University of Ljubljana,SVN,Universities,1
640,Joint Quantum Institute,USA,Government,1
641,British Columbia Cancer Research Centre,CAN,Health,1
642,Environmental Molecular Sciences Laboratory,USA,Government,1
643,University of Kentucky,USA,Universities,1
644,"Microsoft, India",IND,Companies,1
645,University of Massachusetts Medical School,USA,Universities,1
646,Aalto University,FIN,Universities,1
647,George Washington University,USA,Universities,1
648,Universidade Federal do Rio de Janeiro,BRA,Universities,1
649,Fuzhou University,CHN,Universities,1
649,"Academy of Military Medical Sciences, Academy of Military Sciences of PLA",CHN,Health,1
651,Kyung Hee University,KOR,Universities,1
652,Westfalische Wilhelms-Universitat Munster,DEU,Universities,1
653,"University of Nebraska, Lincoln",USA,Universities,1
654,"Nokia Bell Labs, France",FRA,Companies,1
654,City University of New York,USA,Universities,1
656,Oak Ridge National Laboratory,USA,Government,1
657,Oslo University Hospital,NOR,Health,1
658,Beijing University of Chemical Technology,CHN,Universities,1
659,NEC Japan,JPN,Companies,1
660,CareGroup Healthcare System,USA,Health,1
661,National Institute of Mental Health,USA,Health,1
662,Max Planck Institut fur Molekulare Pflanzenphysiologie,DEU,Government,1
662,Max Planck Institut fur Multidisziplinare Naturwissenschaften,DEU,Government,1
664,Toshiba Corp,MUL,Companies,1
665,Institucio Catalana de Recerca i Estudis Avancats,ESP,Government,1
666,"Bosch, Germany",DEU,Companies,1
667,Max Planck Institut fur Polymerforschung,DEU,Government,1
668,University of Kansas,USA,Universities,1
669,Cincinnati Children's Hospital Medical Center,USA,Health,1
670,Instituto de Agroquimica y Tecnologia de Alimentos ,ESP,Government,1
671,Tufts University,USA,Universities,1
672,"Merck KGaA, Germany",DEU,Companies,1
673,Weizmann Institute of Science,ISR,Universities,1
674,West China Hospital,CHN,Health,1
675,Freie Universitat Berlin,DEU,Universities,1
676,Universite de Geneve,CHE,Universities,1
677,Fraunhofer-Institut fur Integrierte Schaltungen,DEU,Government,1
678,"Shanghai Institute of Organic Chemistry, Chinese Academy of Sciences",CHN,Government,1
679,Guangzhou International Bio Island,CHN,Government,1
680,Institut des Maladies Genetiques Imagine,FRA,Government,1
681,Universite Claude Bernard Lyon 1,FRA,Universities,1
681,Universitatsklinikum Hamburg Eppendorf,DEU,Health,1
683,North China Electric Power University,CHN,Universities,1
684,Nanchang University,CHN,Universities,1
685,Universitatsspital Zurich,CHE,Health,1
686,Pontificia Universidad Catolica de Chile,CHL,Universities,1
687,Argonne National Laboratory,USA,Government,1
688,Biotechnology and Biological Sciences Research Council,GBR,Government,1
689,University Hospitals Leuven,BEL,Health,1
690,Universitat Basel,CHE,Universities,1
690,National Yang Ming Chiao Tung University,TWN,Universities,1
690,University of North Carolina Health Care,USA,Health,1
693,Center for Global Infectious Disease Research,USA,Health,1
693,Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital,NLD,Health,1
695,"Bayer AG, Germany",DEU,Companies,1
696,Samsung Advanced Institute Technology,KOR,Non-Profit,1
697,"Tata Consultancy Services Ltd, India",IND,Companies,1
698,British Columbia Cancer Agency,CAN,Health,1
699,Trinity College Dublin,IRL,Universities,1
700,Hospital Clinic de Barcelona,ESP,Health,1
700,South China Agricultural University,CHN,Universities,1
702,Griffith University,AUS,Universities,1
703,University of Central Florida,USA,Universities,1
704,IDIAP Research Institute,CHE,Government,1
705,Quadram Institute,GBR,Health,1
706,The Royal Marsden NHS Foundation Trust,GBR,Health,1
707,Eindhoven University of Technology,NLD,Universities,1
708,Guys & Saint Thomas NHS Foundation Trust,GBR,Health,1
709,"Takeda Pharmaceutical Co Inc, Japan",JPN,Companies,1
710,"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",CHN,Government,1
710,China Southern Power Grid Co Ltd,CHN,Companies,1
712,Nanjing Tech University,CHN,Universities,1
713,University of Rochester Medical Center,USA,Health,1
714,Linkoping University,SWE,Universities,1
715,Ngee Ann Polytechnic,SGP,Universities,1
716,Stockholm University,SWE,Universities,1
716,"BMW AG, Germany",DEU,Companies,1
718,Universidade Federal do Rio Grande do Sul,BRA,Universities,1
719,"University of California, Riverside",USA,Universities,1
720,Korea Institute of Science and Technology,KOR,Government,1
721,Morgridge Institute for Research,USA,Health,1
722,Centro de Regulacion Genomica,ESP,Health,1
722,Universidad de Chile,CHL,Universities,1
724,"State University of New York, Stony Brook",USA,Universities,1
725,Shanghai University,CHN,Universities,1
726,University of Minnesota Health and Medicine,USA,Universities,1
727,Beijing Jiaotong University,CHN,Universities,1
728,Texas Instruments,MUL,Companies,1
729,Clinica Universidad de Navarra,ESP,Health,1
730,Istituto per l'Endocrinologia e l'Oncologia Gaetano Salvatore,ITA,Government,1
731,Institut Curie,FRA,Health,1
732,Johannes Gutenberg-Universitat Mainz,DEU,Universities,1
733,Sanquin Blood Supply,NLD,Health,1
734,Istituto Clinico Humanitas,ITA,Health,1
735,Universite de Strasbourg,FRA,Universities,1
736,Universite de Bordeaux,FRA,Universities,1
737,Northwest A and F University,CHN,Universities,1
738,Emory Healthcare,USA,Health,1
739,Hefei University of Technology,CHN,Universities,1
739,Jagiellonian University,POL,Universities,1
741,Garvan Institute of Medical Research,AUS,Health,1
742,Keio University,JPN,Universities,1
743,McGowan Institute for Regenerative Medicine,USA,Health,1
744,"Northeastern University, China",CHN,Universities,1
745,New York State Department of Health,USA,Health,1
746,Universidad de Navarra,ESP,Universities,1
747,Institute of Enzymology Hungarian Academy of Sciences,HUN,Government,1
747,Cambridge University Hospitals NHS Foundation Trust,GBR,Health,1
749,Center for Biologics Evaluation and Research,USA,Government,1
749,Danone Nederland BV,NLD,Companies,1
751,"Takeda Pharmaceuticals International Inc, USA",USA,Companies,1
752,Lomonosov  Moscow State University,RUS,Universities,1
753,China Petroleum and Chemical Corporation,CHN,Companies,1
754,Institut Catala d'Oncologia,ESP,Health,1
755,East China Normal University,CHN,Universities,1
756,"Nokia, France",FRA,Companies,1
756,Georgetown University,USA,Universities,1
758,Max Planck Institut fur Kohlenforschung,DEU,Government,1
759,Virginia Commonwealth University,USA,Universities,1
760,Oregon State University,USA,Universities,1
761,Hohai University,CHN,Universities,1
761,Nestle,MUL,Companies,2
763,Simon Fraser University,CAN,Universities,1
764,"Ningbo Institute of Material Technology and Engineering, Chinese Academy of Sciences",CHN,Government,1
765,"Telefonica SA, Spain",ESP,Companies,1
765,University of Houston,USA,Universities,1
767,CIC bioGUNE,ESP,Government,1
768,Nanjing Forestry University,CHN,Universities,1
769,Academia Sinica,TWN,Government,1
770,Chalmers University of Technology,SWE,Universities,1
771,Shionogi & Co Ltd,JPN,Companies,1
772,Instituto de Ciencia y Tecnologia de Polimeros,ESP,Government,1
773,National Oceanic and Atmospheric Administration,USA,Government,1
774,Universitat Leipzig,DEU,Universities,1
775,University of Surrey,GBR,Universities,1
776,Curtin University,AUS,Universities,1
777,National Digital Switching System Engineering and Technological Research Center,CHN,Government,1
778,Royal Melbourne Institute of Technology,AUS,Universities,1
779,University of Zagreb,HRV,Universities,1
779,University of Miami Health System,USA,Health,1
779,University of Utah Health Care,USA,Health,1
779,Seattle Cancer Care Alliance ,USA,Health,1
783,Montefiore Medical Center,USA,Health,1
784,Universitat Wien,AUT,Universities,1
785,Universitat Duisburg Essen,DEU,Universities,1
786,Barcelona Institute of Science and Technology,ESP,Government,1
786,Johann Wolfgang Goethe-Universitat Frankfurt am Main,DEU,Universities,1
788,University of Colorado Cancer Center,USA,Health,1
789,University of York,GBR,Universities,1
790,Centro Pfizer - Universidad de Granada - Junta de Andalucia de Genomica e Investigacion Oncologica,ESP,Government,1
791,Institute for Infocomm Research,SGP,Government,1
792,University of Washington Medicine ,USA,Health,1
793,Fundacao Oswaldo Cruz,BRA,Health,1
794,Northwestern Medicine,USA,Health,1
795,National Health Commission of the People's Republic of China,CHN,Health,1
796,Rice University,USA,Universities,1
797,Alan Turing Institute,GBR,Government,1
797,Aramco,MUL,Companies,2
799,European Centre for Medium-Range Weather Forecasts,GBR,Government,1
799,The Arizona Cancer Center,USA,Health,1
801,China National Petroleum Corp,CHN,Companies,1
802,Deutsches Zentrum fur Neurodegenerative Erkrankungen,DEU,Government,1
803,Fondazione IRCCS San Raffaele del Monte Tabor,ITA,Health,1
804,National Cancer Center,JPN,Health,1
805,Wuhan Union Hospital,CHN,Health,1
806,Harbin Engineering University,CHN,Universities,1
806,Fraunhofer-Institut fur Zelltherapie und Immunologie,DEU,Government,1
808,BMW Group,MUL,Companies,2
809,Nagoya University,JPN,Universities,1
810,"Huawei Technologies Co Ltd, Hong Kong",HKG,Companies,1
811,Max Planck Institut fur Kolloid und Grenzflachenforschung,DEU,Government,1
812,Boehringer Ingelheim GmbH Germany,DEU,Companies,1
813,Max Planck Institut fur Molekulare Zellbiologie und Genetik,DEU,Government,1
814,University of Southern Denmark,DNK,Universities,1
815,ZEISS Group,MUL,Companies,2
816,National Institute of Informatics,JPN,Government,1
817,"AbbVie Inc, United States",USA,Companies,1
818,Technische Universitat Berlin,DEU,Universities,1
819,"Daiichi Sankyo Co., Ltd. Japan",JPN,Companies,1
820,Universite de Lausanne,CHE,Universities,1
821,"GlaxoSmithKline, United Kingdom",GBR,Companies,1
821,Bioinformatics Institute,SGP,Government,2
823,"Universite Paul Sabatier, Toulouse III",FRA,Universities,1
824,"UCB Pharma SA, Belgium",BEL,Companies,1
825,Maastricht University,NLD,Universities,1
825,"Alibaba Group, China",CHN,Companies,1
827,University of Tehran,IRN,Universities,1
827,The First Affiliated Hospital of Zhejiang University,CHN,Health,1
827,Beijing National Laboratory for Molecular Sciences,CHN,Government,1
830,Julius-Maximilians-Universitat Wurzburg,DEU,Universities,1
830,BASF Group,MUL,Companies,2
832,Singapore University of Technology and Design,SGP,Universities,2
833,Centre Hospitalier Universitaire Vaudois ,CHE,Health,1
834,Ministry of Health ,SGP,Health,1
835,Wayne State University,USA,Universities,1
836,Macquarie University,AUS,Universities,1
836,Institut de Microelectronica de Barcelona,ESP,Government,1
838,University of Cape Town,ZAF,Universities,1
839,East China University of Science and Technology,CHN,Universities,1
840,Asan Medical Center Seoul,KOR,Health,1
840,BGC Trust University Bangladesh,BGD,Universities,1
842,Sumitomo Group,MUL,Companies,1
842,State Key Laboratory of Millimeter Waves,HKG,Government,1
842,Peter Maccallum Cancer Centre,AUS,Health,1
845,Statens Serum Institut,DNK,Health,1
846,Universita Cattolica del Sacro Cuore,ITA,Universities,1
847,Hitachi,MUL,Companies,2
848,Helmholtz Zentrum fur Infektionsforschung,DEU,Government,1
849,Joslin Diabetes Center,USA,Health,1
850,Instituto de Investigaciones Biomedicas Sols-Morreale,ESP,Government,1
851,University of Antwerp,BEL,Universities,1
852,"Corteva Agriscience, USA",USA,Companies,1
853,Nanjing Agricultural University,CHN,Universities,1
